1,-1,922.00,355.00,63.00,155.00,61.06,-1,-1
2,-1,8.00,370.00,41.00,100.00,8.44,-1,-1
2,-1,934.00,355.00,63.00,155.00,87.51,-1,-1
3,-1,953.00,355.00,63.00,155.00,84.78,-1,-1
4,-1,460.00,293.00,53.00,129.00,8.52,-1,-1
4,-1,984.00,354.00,69.00,169.00,88.41,-1,-1
5,-1,1002.00,355.00,63.00,155.00,82.14,-1,-1
6,-1,460.00,293.00,53.00,129.00,9.46,-1,-1
6,-1,1015.00,357.00,75.00,184.00,79.75,-1,-1
7,-1,8.00,370.00,41.00,100.00,7.23,-1,-1
7,-1,1048.00,355.00,82.00,199.00,54.75,-1,-1
7,-1,1015.00,187.00,116.00,283.00,11.02,-1,-1
8,-1,8.00,370.00,41.00,100.00,5.97,-1,-1
8,-1,460.00,293.00,53.00,129.00,7.22,-1,-1
8,-1,1080.00,355.00,82.00,199.00,65.93,-1,-1
9,-1,8.00,370.00,41.00,100.00,1.94,-1,-1
9,-1,465.00,302.00,49.00,119.00,13.59,-1,-1
9,-1,1094.00,259.00,90.00,219.00,11.22,-1,-1
9,-1,1112.00,355.00,90.00,219.00,88.38,-1,-1
10,-1,8.00,370.00,41.00,100.00,5.66,-1,-1
10,-1,1144.00,358.00,98.00,239.00,70.20,-1,-1
11,-1,460.00,293.00,53.00,129.00,11.81,-1,-1
11,-1,1040.00,510.00,63.00,155.00,6.08,-1,-1
11,-1,1072.00,562.00,82.00,199.00,16.99,-1,-1
11,-1,1199.00,355.00,90.00,219.00,17.34,-1,-1
11,-1,1039.00,290.00,127.00,309.00,70.87,-1,-1
11,-1,1125.00,315.00,127.00,309.00,1.91,-1,-1
12,-1,284.00,342.00,41.00,100.00,3.93,-1,-1
12,-1,1225.00,355.00,63.00,155.00,6.47,-1,-1
12,-1,954.00,327.00,106.00,259.00,45.09,-1,-1
13,-1,8.00,370.00,41.00,100.00,7.69,-1,-1
13,-1,818.00,329.00,150.00,366.00,63.65,-1,-1
14,-1,12.00,366.00,41.00,100.00,4.65,-1,-1
14,-1,763.00,315.00,137.00,335.00,76.89,-1,-1
15,-1,460.00,303.00,53.00,129.00,5.23,-1,-1
15,-1,692.00,328.00,127.00,309.00,68.50,-1,-1
16,-1,468.00,310.00,41.00,100.00,2.24,-1,-1
16,-1,1025.00,203.00,82.00,199.00,2.05,-1,-1
16,-1,684.00,327.00,106.00,259.00,81.75,-1,-1
17,-1,667.00,339.00,98.00,239.00,94.32,-1,-1
18,-1,8.00,366.00,41.00,100.00,9.97,-1,-1
18,-1,108.00,370.00,41.00,100.00,1.03,-1,-1
18,-1,781.00,164.00,45.00,109.00,1.24,-1,-1
18,-1,460.00,293.00,53.00,129.00,10.07,-1,-1
18,-1,656.00,337.00,90.00,219.00,84.38,-1,-1
19,-1,8.00,366.00,41.00,100.00,9.32,-1,-1
19,-1,460.00,293.00,53.00,129.00,11.28,-1,-1
19,-1,647.00,350.00,75.00,184.00,117.34,-1,-1
20,-1,8.00,370.00,41.00,100.00,4.21,-1,-1
20,-1,640.00,347.00,69.00,169.00,91.28,-1,-1
21,-1,460.00,311.00,49.00,119.00,3.13,-1,-1
21,-1,429.00,314.00,53.00,129.00,4.91,-1,-1
21,-1,625.00,355.00,63.00,155.00,103.10,-1,-1
21,-1,6.00,283.00,75.00,184.00,4.53,-1,-1
22,-1,460.00,302.00,49.00,119.00,8.53,-1,-1
22,-1,612.00,355.00,63.00,155.00,112.86,-1,-1
23,-1,8.00,366.00,41.00,100.00,5.96,-1,-1
23,-1,460.00,308.00,53.00,129.00,6.99,-1,-1
23,-1,600.00,355.00,63.00,155.00,63.55,-1,-1
23,-1,1113.00,290.00,127.00,309.00,37.90,-1,-1
24,-1,581.00,355.00,63.00,155.00,80.21,-1,-1
24,-1,964.00,274.00,194.00,473.00,14.44,-1,-1
25,-1,460.00,306.00,49.00,119.00,11.27,-1,-1
25,-1,429.00,314.00,53.00,129.00,7.82,-1,-1
25,-1,574.00,360.00,53.00,129.00,63.02,-1,-1
